word,frequency,length
மேற்கோள்,2092,4
முன்னோடி,2092,4
பெண்ணாக,2092,4
பார்க்கவில்லை,2091,7
காணப்பட்ட,2091,6
கட்டு,2091,3
மகளின்,2091,4
மாநிலங்களுக்கு,2091,8
தண்ண�ர்,2090,4
காரைக்குடி,2090,5
நள்ளிரவில்,2090,6
குறைப்பு,2090,4
அவற்றுள்,2089,5
சம்பந்தம்,2089,6
மனமார்ந்த,2089,6
விஸ்வரூபம்,2089,6
மனுதாரர்,2089,5
மீனாட்சி,2089,4
பழுப்பு,2088,4
செய்வதன்,2088,5
தெற்கில்,2087,4
சதுர்த்தி,2087,5
இலிருந்து,2087,5
பிரச்சார,2087,5
தீபக்,2087,3
ஜெயலலிதாவை,2086,6
பன்னீர்,2086,4
உபதேசம்,2085,5
நாவலை,2085,3
கைப்பற்றினார்,2084,7
யுத்த,2083,3
கர்நாடகம்,2083,6
தீர்ப்பில்,2083,5
அடக்க,2082,4
கோணத்தில்,2082,5
பழநி,2082,3
அறியப்பட்ட,2081,7
முயன்றார்,2081,5
டுள்ளது,2081,4
நீரிழிவு,2081,4
மில்லி,2080,3
கொடுக்கப்பட்ட,2080,8
ம�ன்,2079,2
வழங்கப்,2079,5
முற்றுப்புள்ளி,2079,7
உயிர்கள்,2078,5
நிலையும்,2078,4
செலுத்திய,2078,5
மாறிய,2078,3
இப்போது,2078,5
இருக்கிறதே,2077,6
அங்கும்,2076,4
இன்றளவும்,2076,6
இதுவரையில்,2075,6
சொல்லை,2075,3
தளங்கள்,2075,5
சுலபமாக,2075,5
எடுத்துள்ளது,2075,7
கொடு,2074,2
சொல்வேன்,2074,4
வ�ரர்கள்,2072,5
தாக்க,2072,3
இதுபோல்,2072,4
ஏமாற்றி,2071,4
நீலம்,2071,3
ஸ்ரீலங்கா,2071,5
சொற்களை,2070,4
டா,2070,1
அனிதா,2070,3
காடுகளில்,2069,5
பயனுள்ள,2069,5
அன்பின்,2069,4
தரவில்லை,2069,5
திருச்சிராப்பள்ளி,2068,9
பிடித்தார்,2068,5
கிளாஸ்,2068,3
மேன்,2067,2
திட்டங்களுக்கு,2067,8
சோழர்,2066,3
அதனுடைய,2065,5
வைப்பு,2065,3
இப்படியெல்லாம்,2064,8
கின்றனர்,2064,5
மொத்தம்,2064,5
விரும்பினார்,2063,6
இருந்திருக்கிறது,2063,9
ஊடகவியலாளர்,2062,8
இருக்காங்க,2061,6
ஆழம்,2060,3
நம்மைப்,2060,4
குற்றச்,2060,4
தவிர்ப்பது,2060,6
படுத்தும்,2059,5
வங்கிகளின்,2059,6
அறுபது,2058,4
கயிறு,2058,3
இணைந்தார்,2058,5
தங்கியிருந்த,2057,7
தேயிலை,2057,3
ஆகாது,2057,3
உணர்த்தும்,2057,6
இப்போதெல்லாம்,2057,7
சுல்தான்,2056,4
சாலையை,2056,3
அரசாணை,2056,4
ஒடிசா,2055,3
சிரியாவில்,2055,5
கார்களை,2055,4
கதி,2054,2
வைத்திருக்கிறார்,2054,8
காணாத,2053,3
சதவிகித,2053,5
மனுக்களை,2053,5
ஏதர,2053,3
படையில்,2052,4
மறைமுக,2052,4
ஊருக்குள்,2052,5
தொடங்கியுள்ளது,2052,8
குழந்தைப்,2051,5
அழுத்த,2051,4
தாஸ்,2051,2
ஆர்வலர்,2051,5
தமாகா,2051,3
நந்தினி,2050,4
கவனித்துக்,2050,6
கலப்பு,2050,4
அழிக்கும்,2050,5
விலகும்,2050,4
சமாஜ்வாதி,2050,5
காம,2049,2
கூறினேன்,2048,4
நைட்,2048,2
இதைத்தான்,2048,5
பேட்டை,2047,3
கள்ள,2047,3
திறமையான,2046,5
இதுல,2046,3
போயிற்று,2045,4
வசிக்கின்றனர்,2045,8
எழுதியவர்,2045,6
பாக்,2045,2
வரலாற்றின்,2044,6
ரப்பர்,2044,4
கட்டுப்பாடுகள்,2044,8
சென்றாள்,2043,4
ஊர்களில்,2043,5
ஆட்டமிழந்தார்,2043,8
சமுதாயத்தில்,2042,7
மகிழ்ச்சியுடன்,2042,8
குழுமத்தின்,2042,6
படுகின்றன,2042,6
அமைக்கப்பட்டுள்ள,2042,10
போட்டது,2041,4
யாரிடமும்,2041,5
கடக்க,2040,4
சாதனங்கள்,2039,6
காற்றழுத்த,2039,6
து,2038,1
கிபி,2037,2
அம்பாள்,2037,4
அறியலாம்,2037,5
அழைக்க,2037,4
பாரிஸ்,2037,3
அனுபவித்து,2037,6
முடியாதது,2037,5
பெருமான்,2036,4
தொழிலதிபர்,2036,6
மறுபக்கம்,2036,6
வாக்குகளை,2036,5
கேடு,2035,2
உச்சி,2035,3
மிளகு,2035,3
பகுதியாகும்,2034,6
உலகமே,2034,4
அவர்களுக்குத்,2033,8
அதிகாலையில்,2033,6
அகற்றி,2033,4
விட்டதால்,2033,5
மெர்சல்,2033,4
மெய்,2032,2
வரலாற்றுச்,2032,6
அனுபவிக்க,2032,6
தன்னைக்,2031,4
அதற்குத்,2031,5
வினோத்,2031,3
காலப்பகுதியில்,2030,8
காமராஜ்,2030,4
சபரிமலை,2030,5
ஒருவருக்கொருவர்,2029,9
அறிவும்,2029,4
வகைகளை,2029,4
விரிவாக்கம்,2029,6
அவற்றுக்கு,2029,6
எண்ணிக்,2028,4
அவனால்,2028,4
எண்ணத்தை,2028,5
என்றதும்,2028,5
தீவிரம்,2028,4
அணிந்த,2027,4
பார்வைக்கு,2027,5
அமர,2027,3
சிறுநீர்,2027,4
அறியப்படும்,2026,7
போடுவது,2026,4
நாடான,2026,3
காத்துக்,2025,4
ஏதுவாக,2025,4
நியமிக்கப்பட்ட,2025,9
வாடிக்கையாளர்களுக்கு,2025,11
இன்னுமொரு,2025,5
சித்தர்,2024,4
ஏழாவது,2024,4
தலைவலி,2024,4
பிரேத,2024,3
பிரபலங்கள்,2024,7
மதன்,2023,3
உம,2023,2
குல,2022,2
புதிர்,2022,3
பலனின்றி,2022,5
பக்கமும்,2021,5
படு,2021,2
புதுமை,2021,3
ஏற்படாமல்,2021,6
தூத்துக்குடியில்,2021,8
செங்கல்பட்டு,2020,7
லுக்,2020,2
சின்னப்,2019,4
மசாலா,2019,3
நிலையத்திற்கு,2018,7
ஆஹா,2016,2
பயன்படுத்துகின்றனர்,2016,12
மாதத்துக்கு,2016,6
சுனில்,2016,3
அமைந்திருக்கிறது,2015,9
ராஜாஜி,2015,3
வர்கள்,2015,4
தொழிலாளர்களுக்கு,2015,9
நேரத்திற்கு,2014,6
நேர்மை,2014,3
பதிலை,2014,3
இலக்கண,2013,5
போனை,2013,2
எதிரானது,2013,5
நிமிஷம்,2012,4
எதிர்மறை,2012,5
எழுப்பிய,2012,5
கூடுதலான,2011,5
எனப்படுவது,2011,7
நாட்களுக்குள்,2011,7
உடுமலை,2011,4
வந்திருந்தார்,2010,7
கொடுக்கலாம்,2010,6
மைதானம்,2010,4
ஓய்வூதியம்,2010,6
இணைத்துக்,2009,5
மகனின்,2009,4
பயணிக்க,2009,5
நன்றாகப்,2008,5
சரண்,2008,3
இதுபோல,2008,4
நன்றாகவே,2008,5
உச்சியில்,2007,5
பேச்சாளர்,2007,5
புழல்,2007,3
ஓவியங்கள்,2007,6
பரபரப்பாக,2006,7
பொலிசார்,2006,4
வனத்துறையினர்,2006,8
உறுப்புகள்,2005,6
வருடத்திற்கு,2005,7
சாப்பிடலாம்,2005,6
தோழர்கள்,2005,5
தீவு,2005,2
துயரம்,2004,4
போயி,2004,2
போக்கை,2004,3
பிட்ச்,2004,3
பாஜகவுக்கு,2004,6
அதீத,2004,3
சகோதர,2003,4
வங்கதேச,2003,5
பாதிக்கப்பட்டுள்ளது,2003,11
முறையாகும்,2002,5
பெருகி,2002,3
எப்பவும்,2002,5
டைரக்டர்,2002,5
இடஒதுக்கீடு,2001,7
வ�டு,2000,2
காலநிலை,2000,4
மாட்டு,2000,3
கண்டுபிடிப்பு,2000,7
தாக்குதல்கள்,2000,7
நிகழ்ச்சியின்,2000,7
அடிகள்,1999,4
நிலைகள்,1999,4
சாரா,1999,2
சந்தானம்,1999,5
ஓசூர்,1999,3
கள்ளக்குறிச்சி,1998,8
சொல்லத்,1998,4
அவசரம்,1998,5
எழுதியது,1998,5
சிறப்புக்,1998,5
வழக்குத்,1998,5
சதவீதமும்,1998,6
ஜானகி,1997,3
பெட்டிகள்,1997,5
வாலிபர்,1997,4
விதித்தது,1997,5
ஹெல்மெட்,1997,4
விசை,1996,2
பணியாற்றியவர்,1996,8
எழுகிறது,1996,5
பொதுமக்கள்,1996,7
படுத்து,1995,4
ஒட்டிய,1995,4
பேராசிரியர்கள்,1995,8
மேடம்,1995,3
தர்ம,1994,3
மாரடைப்பு,1994,5
ஆடியோ,1994,3
ஐஎஸ்,1994,3
தீர்மானத்தை,1994,6
இருப்பதற்கு,1993,7
கதாநாயகன்,1993,6
பிரதிநிதி,1993,5
எடுக்கப்பட்டுள்ளது,1993,11
வடமாகாண,1993,5
டத,1993,2
எல்லாத்,1992,4
துளி,1992,2
பாடப்,1991,3
சவாலாக,1990,4
கட்டம்,1989,4
கொடுக்காமல்,1989,6
கிரானைட்,1988,4
மெயின்,1988,3
பராமரிக்க,1987,6
என்பதையே,1987,5
மினி,1986,2
கொசு,1985,2
நபிகள்,1985,4
லைன்,1985,2
கட்டை,1984,3
இந்தியாவும்,1984,6
கழுத்தை,1983,4
பூஜைகள்,1983,4
செயின்ட்,1982,4
விடுகிறார்கள்,1982,7
மதத்தை,1982,4
புகைப்படத்தை,1982,7
பைத்தியம்,1981,5
பதம்,1981,3
சுற்றுச்,1981,4
மகேந்திரன்,1980,6
தொடங்கி,1980,5
அட்டவணை,1979,5
வேடம்,1979,3
குறிவைத்து,1979,5
அவர்களுக்குப்,1978,8
நாளடைவில்,1978,5
இடையூறு,1978,4
கணிசமாக,1978,5
வாந்தி,1978,3
உயர்கல்வி,1978,6
ஒற்றையர்,1978,5
எங்கிருந்து,1977,6
ஏற்றவாறு,1977,5
தேதிவாரியாகப்,1977,7
மேற்கில்,1976,4
கொள்வதற்கு,1976,6
ஆகியவற்றுக்கு,1976,8
குருவி,1976,3
பாராளுமன்றத்தில்,1976,9
கிறிஸ்துமஸ்,1976,6
யுவகிருஷ்ணா,1976,6
படித்தார்,1975,5
சரிதான்,1975,4
வாசித்து,1975,4
புகையிலை,1974,4
பிரத்யேக,1974,5
மனிதனை,1973,4
கவர்ச்சி,1973,5
எம்.எல்.ஏ,1973,5
எல்லாவற்றுக்கும்,1972,9
கிராண்ட்,1972,4
பயணித்த,1972,5
தொகுதிகளிலும்,1972,7
மலையின்,1971,4
திறக்கும்,1971,5
வருவதில்லை,1971,6
இருந்ததை,1971,5
வர்மா,1971,3
ஆங்கிலேய,1970,5
ஆலயத்தில்,1970,6
இறுதிக்,1970,4
ஆட்டங்களில்,1970,7
பயணிகளின்,1970,6
இருந்தோம்,1969,5
ஆசிரியர்களின்,1969,8
மாற்றமும்,1969,5
னந,1969,2
ஆடைகள்,1968,4
வாசம்,1968,3
செட்டில்,1968,4
மற்றொன்று,1967,5
ஆதரவுடன்,1967,6
இந்தியில்,1967,5
தலைநகரான,1966,6
பசிபிக்,1965,4
எடுத்துக்காட்டு,1965,8
உருவாகியுள்ளது,1965,8
இரட்டையர்,1965,6
பட்சம்,1965,4
டாஸ்,1965,2
குருதி,1964,3
நாராயண,1964,4
அழகை,1964,3
வாழ்க்கைக்கு,1964,6
பதிலளித்த,1964,6
அனுபவங்கள்,1962,7
நோ,1962,1
சளி,1962,2
நிரம்பிய,1961,5
வீச்சாளர்,1960,5
மாதவாரியாகப்,1960,7
தோள்,1959,2
அமரர்,1959,4
வாங்கித்,1959,4
விஷயமாக,1959,5
அழகி,1959,3
எதையாவது,1959,5
வாரியத்தின்,1959,6
பொருளாதாரத்தில்,1958,8
மக்களைக்,1958,5
தழுவிய,1958,4
தலையிட்டு,1958,5
அனுஷ்கா,1958,4
தீபா,1958,2
முன்னதாகவே,1957,6
சேர்த்தனர்,1957,6
ஒரேயொரு,1956,4
கையாளும்,1956,4
பலியாகினர்,1956,6
முன்வந்து,1955,5
பிரேமலதா,1955,5
செய்தன,1954,4
உணர்ந்தேன்,1954,6
ரூபாயின்,1954,4
தமிழர்களை,1954,6
அலைந்து,1953,4
யோவான்,1952,3
காப்பு,1952,3
கொல்லப்பட்டார்,1951,8
கண்ணா,1951,3
மிச்சம்,1951,4
அதற்கேற்ப,1951,6
எல்லைக்குள்,1950,6
வந்தா,1950,3
புடவை,1950,3
நடமாட்டம்,1950,6
உமது,1949,3
நாளன்று,1949,4
தலம்,1949,3
மறுபுறம்,1949,5
தீய,1949,2
சச,1949,2
மலைகள்,1948,4
சுரங்க,1948,4
திருச்செந்தூர்,1948,7
முடிவடைந்தது,1947,7
துபாய்,1947,3
கீர்த்தி,1947,4
பூங்காவில்,1946,5
எச்சில்,1946,4
புரியாமல்,1946,5
கவிதா,1946,3
பிரதமரின்,1946,6
பவர,1946,3
சமம்,1945,3
அமைப்புகளும்,1945,7
ரூபாயும்,1945,4
திரைக்கு,1945,4
உமர்,1945,3
கொடுத்துவிட்டு,1943,7
நந்தி,1942,3
தனிமை,1942,3
இயங்குகிறது,1941,7
இதுக்கு,1941,4
அன்றி,1940,3
வலிமையான,1940,5
இடத்திலிருந்து,1940,8
தொகுதி,1940,4
பகலில்,1939,4
பரப்பில்,1939,5
அறிவிக்கப்படும்,1939,9
அவனைத்,1938,4
கொண்டிருந்தபோது,1938,8
பிரம்ம,1938,4
நட்சத்திரங்கள்,1937,9
துவங்கியது,1937,6
மாதவிடாய்,1937,5
வாக,1937,2
உண்மைகள்,1936,5
அழுத்தி,1936,4
பிரச்சாரத்தில்,1936,8
சூழ்ந்து,1935,4
சேலை,1935,2
திசைகள்,1935,4
தாள்,1934,2
வீட்டிலேயே,1934,5
மையமாகக்,1933,5
முள்,1933,2
வெடிப்பு,1933,4
கஞ்சா,1933,3
தவ,1932,2
வச்சு,1932,3
நடுவண்,1931,4
வாய்ந்தது,1931,5
உறுதுணையாக,1931,6
இந்தியாவிலேயே,1931,7
கிங்ஸ்,1931,3
பேசத்,1930,3
படத்துல,1930,5
அடையாளமாக,1929,6
இயக்கங்கள்,1929,7
ஸ்டார்ட்,1929,4
உயிரைக்,1928,4
போகிற,1928,3
கடுகு,1928,3
கணிப்பு,1928,4
செருப்பு,1928,4
அடுக்குமாடி,1928,6
அக்கட்சி,1928,5
மட்டத்தில்,1927,6
சிவகாசி,1927,4
வைத்திய,1927,4
போஸ்ட்,1927,3
சிகப்பு,1927,4
ஆதாரமாக,1926,5
ஈழ,1925,2
முன்னணியில்,1925,6
புகாரின்,1925,4
காக்கா,1925,3
ரலி,1925,2
நடித்திருக்கும்,1925,8
கோவிலின்,1924,4
அதிகரிக்கிறது,1924,8
அழுகை,1924,3
நாயகியாக,1924,5
கொடுங்கள்,1923,5
நம்பிக்கையுடன்,1923,8
அனிருத்,1923,4
ஐபோன்,1923,3
போலீஸ்,1923,4
அழைக்கப்பட்டது,1922,9
ராக்,1922,2
குட்,1922,2
செயல்பட்ட,1922,6
கல்லுாரி,1922,5
இலக்கியங்கள்,1921,8
தக,1921,2
நத்தம்,1920,4
அதற்குரிய,1920,6
கலையின்,1920,4
ரகசியமாக,1920,6
நோக்கியா,1920,4
இல்லா,1919,3
ஆஸ்திரேலியாவில்,1919,8
வகித்த,1919,4
மிகப்பெரும்,1919,6
இயங்க,1919,4
ஹஜ்,1919,2
படவில்லை,1918,5
நலத்துறை,1918,5
உறவில்,1918,4
கழிவுநீர்,1918,5
கரிம,1917,3
கூடப்,1917,3
உரிமைச்,1917,4
உறுப்பினர்களை,1917,8
ஆதார,1916,3
மற்றவர்களை,1916,7
வேட்டி,1916,3
வளைகுடா,1915,4
எதிர்பார்த்து,1915,7
உப,1914,2
அதிவேக,1914,4
லோக்சபா,1914,4
குடியிருப்புகள்,1913,8
முடிந்தால்,1913,5
வால்பாறை,1913,4
குலம்,1912,3
காணோம்,1912,3
கூறவில்லை,1912,5
கொண்டிருக்கிறேன்,1911,8
மாருதி,1911,3
முன்னோர்கள்,1911,6
ஆராய,1911,3
ஹார்ட்,1911,3
தமிழுக்கு,1911,5
எடுக்காமல்,1911,6
கவுன்சிலர்,1911,6
முனை,1910,2
மனிதனுக்கு,1910,6
பழங்குடியினர்,1910,8
ரெட்,1910,2
சப்தம்,1909,4
தெரிந்தால்,1909,5
கொண்டிருப்பது,1909,7
எப்போதாவது,1909,6
பிந்தைய,1908,4
வாசிக்கும்,1908,5
திருவிழாவில்,1908,6
எனக்கே,1907,4
நோயை,1907,2
இதையே,1907,3
இருப்போம்,1907,5
பூசைகள்,1906,4
துறைமுக,1906,4
திருமணத்திற்கு,1906,8
டாலருக்கு,1906,5
வடமேற்கு,1905,5
முன்னேற்ற,1905,5
மொழியாக,1905,4
வைத்தியம்,1905,5
சட்டவிரோதமாக,1905,8
கிழக்கே,1904,4
தொகுப்பில்,1904,5
மனோகர்,1904,4
முஸ்லிம்களின்,1904,7
கட்டப்பட்டு,1903,7
எதற்கும்,1903,5
வல்லமை,1903,4
வசதிகளும்,1903,6
சவூதி,1903,3
எவர்,1902,3
எழுத்தில்,1902,5
மருத்துவமனைகள்,1902,9
என்றபடி,1902,5
பொட்டாசியம்,1901,6
ஆவலுடன்,1901,5
மாதா,1901,2
அத்தனையும்,1901,6
பயணத்தின்,1901,6
தனியா,1901,3
சங்கங்களின்,1901,7
முருகதாஸ்,1901,5
லாரிகள்,1901,4
குற்றப்,1901,4
ஜடேஜா,1901,3
நீங்கி,1901,3
வகையைச்,1900,4
துவக்கத்தில்,1900,7
கிங்,1900,2
நலனுக்காக,1900,6
குடும்பங்களுக்கு,1900,9
சொல்லப்போனால்,1900,7
பல்லவ,1899,4
ஒன்றையும்,1899,5
கேட்கலாம்,1899,5
சாதம்,1899,3
அமைப்பும்,1899,5
கொண்டாட்டம்,1899,6
என்பதெல்லாம்,1899,7
இதுதொடர்பாக,1899,8
டகம,1899,3
மூலக்கூற்று,1898,6
இயற்றிய,1898,5
வழியை,1898,3
அவன,1898,3
ஊரை,1897,2
கேக்,1897,2
நிதியாண்டில்,1897,6
கீதா,1897,2
ஹம,1897,2
பண்புகள்,1896,5
திருப்பிக்,1896,5
குடும்பப்,1896,5
கட்டுரையை,1896,5
அருவி,1895,3
பெறாமல்,1895,4
அமர்வில்,1895,5
வேட்புமனு,1895,5
ஏற்றம்,1894,4
கைப்பற்றியது,1894,7
ஒன்றிணைந்து,1894,6
அணியினர்,1894,5
தயாரிக்கப்படும்,1893,9
ஒழுங்குமுறை,1893,6
படிப்பது,1893,5
எதிர்க்,1893,4
சிவசேனா,1893,4
இந்திரன்,1892,5
பிரம்மாண்டமான,1892,8
இழக்க,1892,4
இறுதிச்,1892,4
இவைகள்,1891,4
மன்னார்குடி,1890,6
மாணிக்கம்,1890,5
இஸ்ரோ,1890,3
இன்ஸ்டாகிராமில்,1890,8
ஆகஸ்டு,1889,4
ஆயுதப்,1889,4
உத்தரவில்,1888,6
ப்ளாக்,1888,3
நீர்மட்டம்,1888,6
விடவில்லை,1887,5
அன்றைக்கு,1887,5
முதன்மைக்,1887,5
அரசுகளின்,1887,6
படமான,1887,4
உணர்வுகள்,1887,6
குறுக்கு,1886,4
கொங்கு,1886,3
சுற்றுக்கு,1886,5
நேருக்கு,1885,4
நண்பர்களும்,1885,7
செல்லாமல்,1885,5
மறைவு,1885,3
பதிலுக்கு,1885,5
சமமான,1884,4
போட்டியாக,1884,5
இயந்திர,1883,5
இஞ்சி,1883,3
நாளைய,1883,3
வருங்கால,1883,5
அதுமட்டுமின்றி,1883,8
சாலையின்,1882,4
வரச்,1881,3
அவற்றைக்,1881,5
வாரியாக,1881,4
அணிவித்து,1881,5
சொட்டு,1880,3
அறிமுகமான,1880,6
அதேவேளையில்,1880,6
இளநிலை,1879,4
டில்லியில்,1878,5
தற்போதுள்ள,1878,6
காதலித்து,1878,5
விடுத்துள்ளது,1878,7
பீட்டர்,1878,4
கன்னடம்,1877,5
என்கின்ற,1877,5
சேனல்,1877,3
வியூகம்,1877,4
அதிமுகவினர்,1877,7
��,1876,0
இடமும்,1876,4
ஆய்வின்,1876,4
வியாழன்,1876,4
சாதனைகள்,1876,5
அகற்றும்,1876,5
ர,1876,1
ஒன்றுமே,1875,4
பிடியில்,1875,4
பரபரப்பான,1875,7
வடகொரியா,1875,5
நாடகங்கள்,1874,6
வீச்சு,1874,3
நாட்டிற்கு,1873,5
தொகுதியிலும்,1873,6
வேட்பாளர்களை,1873,7
உலகத்தின்,1872,6
இருக்கவே,1872,5
கோரி,1872,3
﻿,1871,0
தடுப்புச்,1871,5
கேள்,1870,2
ரிச்சர்ட்,1870,5
சேர்த்த,1870,4
புதுவை,1870,3
மீண்டு,1870,3
மேஜர்,1869,3
ஷாட்,1869,2
நிலத்தின்,1868,5
செயற்பாடுகள்,1868,7
முடிச்சு,1868,4
அலுவலகத்தை,1868,7
விகிதத்தில்,1867,6
வித்தியாசமாக,1867,7
பாக,1866,2
மக்களுக்கான,1866,7
வகித்து,1865,4
சம்பந்தமாக,1865,7
ஒய்,1864,2
திட்டமிடப்பட்டுள்ளது,1864,12
இப்படியொரு,1864,6
காரணங்களுக்காக,1863,9
பலனை,1863,3
ரொம்பவே,1863,4
புலம்பெயர்,1862,6
வக,1862,2
ஆசி,1861,2
நிறைவேற்றி,1861,5
மற்றுமொரு,1861,5
போராட்டத்துக்கு,1861,8
குறும்படம்,1861,6
பணமதிப்பு,1861,6
கூட்டமாக,1860,5
தற்சமயம்,1860,6
குண்டுகள்,1860,5
இந்தியாவிற்கு,1860,7
கலந்துகொண்ட,1860,7
செயல்படுவது,1860,7
கோள்,1859,2
சிலவற்றை,1859,5
அணைத்து,1859,4
சொத்துக்கள்,1859,6
நேற்றிரவு,1859,5
விளக்கி,1859,4
கேட்கிறார்,1859,5
தம்முடைய,1858,5
உருவாக்கம்,1858,6
கூகிள்,1858,3
அடித்தது,1857,5
மகனுக்கு,1857,5
நுட்ப,1857,3
வேகத்தை,1857,4
ஒவ்வொருவருக்கும்,1857,9
மேம்படுத்தும்,1857,7
வெற்றிப்,1857,4
தேதியன்று,1857,5
அவள,1857,3
மாவட்டத்திலுள்ள,1856,9
பிரசித்தி,1856,5
ஒவ்வோர்,1856,4
பயணிகளை,1856,5
புத்தகத்தின்,1856,7
குறிப்பிடத்,1856,6
வாய்ப்பாடு,1855,5
ஆற்று,1855,3
ஹவுஸ்,1855,3
பாகிஸ்தானுக்கு,1855,7
இன்றைக்கும்,1854,6
முக்கியத்,1853,5
பைசா,1853,2
ஏற்படுகின்றன,1853,8
கோர,1853,2
மாவட்டத்தைச்,1853,7
சார்ந்தது,1852,5
நிறுவனமாக,1852,6
பத்திரிகைகள்,1852,7
க்,1852,1
செஸ்,1852,2
வாரங்களுக்கு,1851,7
பருவநிலை,1851,5
அதோ,1850,2
மசூதி,1850,3
திகழும்,1850,4
அந்நாட்டின்,1850,6
பிரதேசச்,1849,5
அவரோடு,1849,4
அதனைக்,1849,4
மாசம்,1849,3
தாசில்தார்,1849,5
திருமால்,1848,4
குத்தி,1848,3
மோதிரம்,1848,4
சேலத்தில்,1848,5
அதிர்ச்சியில்,1848,7
இருந்துச்சு,1848,6
பட்டை,1847,3
முஹம்மது,1847,5
சுவையான,1847,4
பத்திரிகையாளர்கள்,1847,10
கனிம,1846,3
நவராத்திரி,1846,6
அனு,1846,2
கடற்படையினர்,1846,8
விடுகின்றன,1845,6
என்பதைச்,1845,5
வேலைகளில்,1845,5
கணக்கை,1845,4
மத்தியிலும்,1845,6
பட்டா,1845,3
வர்,1845,2
தக்கது,1844,4
நியூஸ்,1844,3
ஒதுக்க,1844,4
ஸ்பூன்,1844,3
செயல்முறை,1843,5
இன்ப,1843,3
காரணமாகவும்,1843,7
எனவேதான்,1843,5
கிடைப்பதில்லை,1843,7
செந்தாமரை,1843,5
உயர்நீதிமன்றம்,1843,9
போகும்போது,1842,5
பள்ளிக்கூடம்,1842,7
எட்டி,1842,3
மீதி,1842,2
ஆறுகள்,1841,4
நன்று,1841,3
சட்டமன்றத்தில்,1841,9
ஜப்பானில்,1841,5
கழிவுகளை,1841,5
வருகிறான்,1840,5
அமைச்சகத்தின்,1839,8
வர்த்தகத்தில்,1839,8
கோயம்பேடு,1839,5
இவனுக்கு,1838,5
மொழியும்,1838,4
பேங்க்,1838,3
விடுவேன்,1837,4
செடிகள்,1837,4
வெளிப்படுத்தி,1837,7
மின்சாரத்தை,1837,6
மாணவர்களுக்கான,1837,9
ஆந்திராவில்,1837,6
தடுப்பூசி,1836,5
பூமிக்கு,1836,4
திருமணத்தை,1836,6
அனுமதிக்கப்பட்ட,1836,10
பாதிக்கப்பட்டுள்ளனர்,1836,12
சோதனைகள்,1835,5
சொன்னதை,1835,4
அமைச்சு,1835,4
பட்டுள்ளன,1835,6
கண்டால்,1834,4
குடிசை,1834,3
உடம்பில்,1833,5
செயல்படுகின்றன,1833,9
ஊக்குவிக்கும்,1833,7
மயங்கி,1832,4
மலரும்,1832,4
இவர்தான்,1832,5
நேரத்திலும்,1832,6
சிந்தித்து,1832,5
பட்டன,1832,4
விஜயகுமார்,1832,6
மாவட்டங்களிலும்,1831,9
மதத்தின்,1831,5
போராளிகள்,1831,5
பத்திரிகைகளில்,1830,8
அமைத்த,1830,4
பெய்தது,1830,4
நீடிக்கும்,1829,5
இங்கும்,1828,4
எண்ணத்தில்,1828,6
பதினெட்டாம்,1827,6
வியட்நாம்,1827,5
உள்ளடக்கியது,1827,8
தலைமைத்,1827,4
ராஜூ,1827,2
அரேபியா,1826,4
பிரியாணி,1826,4
கீ,1826,1
அனைத்திந்திய,1825,7
பிரபலமாக,1825,6
மக்களைப்,1825,5
திரைப்படத்,1825,6
இதற்கும்,1825,5
அதிசயம்,1824,5
பழுது,1824,3
பரப்பி,1824,4
பாடத்தில்,1824,5
இன்னிக்கு,1824,5
உலகக்கோப்பை,1824,7
விடயங்கள்,1824,6
கழகத்,1824,4
தினந்தோறும்,1823,6
திருகோணமலை,1823,6
அம்மாவிடம்,1822,6
வழிவகை,1822,4
நூற்றுக்கும்,1822,6
ஐடியா,1822,3
மாட்டான்,1821,4
முறைகளில்,1821,5
பிடிக்காது,1821,5
அவரு,1821,3
மூலக்கூறு,1820,5
காட்டுவது,1820,5
முன்பாகவே,1820,5
நகைகளை,1820,4
விதிக்கப்படும்,1820,8
தொடக்கக்,1819,5
படிக்கும்போது,1819,7
ஓரளவுக்கு,1819,6
வனம்,1818,3
தென்காசி,1818,4
குறைய,1818,3
செயற்கைக்,1817,5
காத்திருந்து,1817,6
ஆரம்பிக்க,1817,6
குறைகளை,1817,4
ஞாயிற்றுக்,1817,5
சொல்வார்,1816,4
ஆழ்வார்,1816,4
பத்திரம்,1816,5
கொண்டாடி,1816,4
எளிதான,1816,4
கலாநிதி,1816,4
கிறிஸ்,1816,3
புகழ்ந்து,1815,5
அவருக்குக்,1815,6
அதைத்தான்,1815,5
ஜான்சன்,1815,4
தேதியை,1815,3
ஆஜராக,1815,4
காப்பீட்டு,1815,5
கிறிஸ்து,1814,4
ஒன்றைக்,1814,4
நிறுத்தப்பட்டது,1814,9
பெற்றிருக்க,1814,6
கருப்புப்,1814,5
பிரச்சினைகளுக்கு,1814,9
திருமணத்துக்கு,1814,8
நிகழ்வை,1813,4
ஓட்டி,1813,3
வேலைக்குப்,1812,5
போய்ப்,1811,3
தாமே,1811,2
கையைப்,1811,3
தழுவி,1811,3
பேசினால்,1811,4
அதிகரிப்பு,1811,6
அனுகூலம்,1811,5
வெண்மை,1810,3
குளிர்ந்த,1810,5
மக்களில்,1810,5
இசைப்,1810,3
கிராமப்,1810,4
நெற்றியில்,1809,5
